Thu 16 May 2024 11:26:17 AM BST
Wrote profile results to run.py.prof
         3279994 function calls (3269910 primitive calls) in 1.426 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1297(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1368(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1438(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1494(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1554(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:156(kstwo_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1616(expon_gen)
     1824    0.001    0.000    0.005    0.000 _continuous_distns.py:1646(_rvs)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1728(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1809(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1878(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1934(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2014(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2058(f_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2160(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2221(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:223(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2371(truncweibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2481(weibull_max_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2555(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2614(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2737(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2793(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2989(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3155(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3212(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:323(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3299(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3352(genhyperbolic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3562(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3615(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3745(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3824(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3870(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3926(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3980(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4023(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4083(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4160(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4281(geninvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:437(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4595(norminvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4742(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4812(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4865(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4918(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:494(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4993(laplace_asymmetric_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5133(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5237(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5341(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:537(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5454(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5528(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5589(lognorm_gen)
       13    0.000    0.000    0.000    0.000 _continuous_distns.py:57(_call_super_mom)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5730(gibrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5788(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5824(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:585(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5886(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5951(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:599(FitSolverError)
        1    0.000    0.000    0.058    0.058 _continuous_distns.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6225(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6284(moyal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:634(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6379(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6477(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6567(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6660(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6768(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6848(pareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7006(lomax_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7063(pearson3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7245(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7523(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7570(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7613(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7674(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7798(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7897(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7963(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8019(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8082(skewcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8150(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:828(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8353(trapezoid_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8467(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8543(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8655(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8836(truncpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8932(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:898(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8985(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8995(uniform_gen)
        2    0.000    0.000    0.000    0.000 _continuous_distns.py:9010(_rvs)
        6    0.000    0.000    0.000    0.000 _continuous_distns.py:9019(_ppf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9181(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9273(wald_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:93(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9334(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9398(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9488(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9555(crystalball_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:956(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9724(argus_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9925(rv_histogram)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 _covariance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _covariance.py:11(Covariance)
        1    0.000    0.000    0.000    0.000 _covariance.py:463(CovViaPrecision)
        1    0.000    0.000    0.000    0.000 _covariance.py:501(CovViaDiagonal)
        1    0.000    0.000    0.000    0.000 _covariance.py:536(CovViaCholesky)
        1    0.000    0.000    0.000    0.000 _covariance.py:556(CovViaEigendecomposition)
        1    0.000    0.000    0.000    0.000 _covariance.py:611(CovViaPSD)
        1    0.000    0.000    0.000    0.000 _crosstab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csc.py:16(csc_matrix)
        1    0.000    0.000    0.001    0.001 _csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _csr.py:17(csr_matrix)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:157(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:367(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:468(CubicSpline)
        1    0.000    0.000    0.000    0.000 _cubic.py:70(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 _data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _decomp.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:16(dia_matrix)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:11(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:290(VectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:551(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:601(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1567(_ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:402(DifferentialEvolutionSolver)
        2    0.000    0.000    0.000    0.000 _dill.py:1236(save_dict_view)
        1    0.000    0.000    0.000    0.000 _dill.py:140(<lambda>)
        9    0.000    0.000    0.000    0.000 _dill.py:154(get_file_type)
        1    0.000    0.000    0.000    0.000 _dill.py:194(Sentinel)
        2    0.000    0.000    0.000    0.000 _dill.py:198(__init__)
        1    0.000    0.000    0.000    0.000 _dill.py:2164(_extend)
        1    0.000    0.000    0.000    0.000 _dill.py:313(MetaCatchingDict)
        1    0.000    0.000    0.000    0.000 _dill.py:326(PickleWarning)
        1    0.000    0.000    0.000    0.000 _dill.py:329(PicklingWarning)
        1    0.000    0.000    0.000    0.000 _dill.py:332(UnpicklingWarning)
        1    0.000    0.000    0.001    0.001 _dill.py:336(Pickler)
        1    0.000    0.000    0.000    0.000 _dill.py:421(Unpickler)
       45    0.000    0.000    0.000    0.000 _dill.py:466(register)
       45    0.000    0.000    0.000    0.000 _dill.py:468(proxy)
      113    0.000    0.000    0.001    0.000 _dill.py:498(_create_typemap)
      133    0.000    0.000    0.000    0.000 _dill.py:582(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dill.py:609(match)
        1    0.000    0.000    0.013    0.013 _dill.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _dill.py:878(_itemgetter_helper)
        1    0.000    0.000    0.000    0.000 _dill.py:885(_attrgetter_helper)
        1    0.000    0.000    0.000    0.000 _dill.py:899(_dictproxy_helper)
        1    0.000    0.000    0.000    0.000 _dill.py:900(__ror__)
        1    0.000    0.000    0.000    0.000 _direct_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1037(randint_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:112(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1121(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1215(zipfian_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1306(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1385(skellam_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1452(yulesimon_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1571(_nchypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1644(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1727(nchypergeom_wallenius_gen)
